source_id,target_id,source,licence,version
ncbigene:33896,uniprot:Q9VMD9,uniprot,CC BY 4.0,2024_03
ncbigene:31299,uniprot:P40140,uniprot,CC BY 4.0,2024_03
ncbigene:32984,uniprot:Q9VWD4,uniprot,CC BY 4.0,2024_03
ncbigene:35054,uniprot:Q9VJD3,uniprot,CC BY 4.0,2024_03
ncbigene:33948,uniprot:Q9VM90,uniprot,CC BY 4.0,2024_03
ncbigene:36830,uniprot:Q7JXF5,uniprot,CC BY 4.0,2024_03
ncbigene:36497,uniprot:Q08012,uniprot,CC BY 4.0,2024_03
ncbigene:42240,uniprot:Q9VE51,uniprot,CC BY 4.0,2024_03
ncbigene:31380,uniprot:Q9W4K2,uniprot,CC BY 4.0,2024_03
ncbigene:35655,uniprot:Q9V4K2,uniprot,CC BY 4.0,2024_03
ncbigene:37099,uniprot:Q9V8F5,uniprot,CC BY 4.0,2024_03
ncbigene:35859,uniprot:C0HK99,uniprot,CC BY 4.0,2024_03
ncbigene:45328,uniprot:Q9N658,uniprot,CC BY 4.0,2024_03
ncbigene:41737,uniprot:P20659,uniprot,CC BY 4.0,2024_03
ncbigene:36208,uniprot:A1Z8J0,uniprot,CC BY 4.0,2024_03
ncbigene:33043,uniprot:Q9VR99,uniprot,CC BY 4.0,2024_03
ncbigene:32584,uniprot:P22769,uniprot,CC BY 4.0,2024_03
ncbigene:43347,uniprot:Q9VAY7,uniprot,CC BY 4.0,2024_03
ncbigene:318008,uniprot:M9NE38,uniprot,CC BY 4.0,2024_03
ncbigene:36606,uniprot:Q27934,uniprot,CC BY 4.0,2024_03
ncbigene:32832,uniprot:Q9VWU1,uniprot,CC BY 4.0,2024_03
ncbigene:42493,uniprot:Q01637,uniprot,CC BY 4.0,2024_03
ncbigene:43036,uniprot:Q9VBV3,uniprot,CC BY 4.0,2024_03
ncbigene:45880,uniprot:Q95028,uniprot,CC BY 4.0,2024_03
ncbigene:39020,uniprot:Q9NHA8,uniprot,CC BY 4.0,2024_03
ncbigene:32855,uniprot:P23647,uniprot,CC BY 4.0,2024_03
ncbigene:48311,uniprot:P05130,uniprot,CC BY 4.0,2024_03
ncbigene:42481,uniprot:Q9VDG5,uniprot,CC BY 4.0,2024_03
ncbigene:42503,uniprot:Q9VDE4,uniprot,CC BY 4.0,2024_03
ncbigene:33602,uniprot:Q9VQU9,uniprot,CC BY 4.0,2024_03
ncbigene:31163,uniprot:Q8T4E1,uniprot,CC BY 4.0,2024_03
ncbigene:37528,uniprot:Q9NFU0,uniprot,CC BY 4.0,2024_03
ncbigene:37963,uniprot:P82384,uniprot,CC BY 4.0,2024_03
ncbigene:36314,uniprot:Q24297,uniprot,CC BY 4.0,2024_03
ncbigene:35256,uniprot:M9PBE2,uniprot,CC BY 4.0,2024_03
ncbigene:35509,uniprot:P29673,uniprot,CC BY 4.0,2024_03
ncbigene:35583,uniprot:Q9V9A8,uniprot,CC BY 4.0,2024_03
ncbigene:38174,uniprot:Q95RU0,uniprot,CC BY 4.0,2024_03
ncbigene:38784,uniprot:P42281,uniprot,CC BY 4.0,2024_03
ncbigene:7354377,uniprot:A3RLR1,uniprot,CC BY 4.0,2024_03
ncbigene:2768668,uniprot:Q8INF2,uniprot,CC BY 4.0,2024_03
ncbigene:42743,uniprot:P20482,uniprot,CC BY 4.0,2024_03
ncbigene:33441,uniprot:Q8SYK5,uniprot,CC BY 4.0,2024_03
ncbigene:37502,uniprot:Q9W2B1,uniprot,CC BY 4.0,2024_03
ncbigene:35532,uniprot:A1Z6J5,uniprot,CC BY 4.0,2024_03
ncbigene:44920,uniprot:P02825,uniprot,CC BY 4.0,2024_03
ncbigene:36280,uniprot:P48592,uniprot,CC BY 4.0,2024_03
ncbigene:40180,uniprot:Q9VW60,uniprot,CC BY 4.0,2024_03
ncbigene:35764,uniprot:Q7KM13,uniprot,CC BY 4.0,2024_03
ncbigene:32086,uniprot:Q9VYZ1,uniprot,CC BY 4.0,2024_03
ncbigene:41032,uniprot:P05084,uniprot,CC BY 4.0,2024_03
ncbigene:31789,uniprot:P10383,uniprot,CC BY 4.0,2024_03
ncbigene:40818,uniprot:P27780,uniprot,CC BY 4.0,2024_03
ncbigene:39404,uniprot:Q9VTW2,uniprot,CC BY 4.0,2024_03
ncbigene:31010,uniprot:Q9W5E4,uniprot,CC BY 4.0,2024_03
ncbigene:50007,uniprot:Q9VHI4,uniprot,CC BY 4.0,2024_03
ncbigene:37628,uniprot:P48159,uniprot,CC BY 4.0,2024_03
ncbigene:3346221,uniprot:Q59DY5,uniprot,CC BY 4.0,2024_03
ncbigene:47208,uniprot:P11455,uniprot,CC BY 4.0,2024_03
ncbigene:36740,uniprot:A1ZA47,uniprot,CC BY 4.0,2024_03
ncbigene:37617,uniprot:P35381,uniprot,CC BY 4.0,2024_03
ncbigene:35552,uniprot:Q7K480,uniprot,CC BY 4.0,2024_03
ncbigene:43950,uniprot:P56079,uniprot,CC BY 4.0,2024_03
ncbigene:39505,uniprot:Q9VU68,uniprot,CC BY 4.0,2024_03
ncbigene:59173,uniprot:Q7JUR6,uniprot,CC BY 4.0,2024_03
ncbigene:39386,uniprot:Q9VTU4,uniprot,CC BY 4.0,2024_03
